"V1"	"pattern"	"support"
"1"	1	"<{CH},{DS}>"	0.436148794068232
"2"	2	"<{CH},{DS},{cells}>"	0.19385162248851
"3"	3	"<{CH},{of},{DS}>"	0.17292658881684
"4"	4	"<{of},{CH},{DS}>"	0.170094002971438
"5"	5	"<{DS},{CH}>"	0.11244254988267
"6"	6	"<{CH},{DS},{DS}>"	0.0950165928435552
"7"	7	"<{CH},{DS},{cell}>"	0.0837834460350741
"8"	8	"<{CH},{of},{DS},{cells}>"	0.0807009261444896
"9"	9	"<{CH},{human},{DS}>"	0.0772296199613991
"10"	10	"<{CH},{CH},{DS}>"	0.0764798178258515
"11"	11	"<{CH},{on},{DS}>"	0.0760910315333454
"12"	12	"<{CH},{DS},{of}>"	0.0759382940612894
"13"	13	"<{of},{CH},{DS},{cells}>"	0.0730918229911551
"14"	14	"<{CH},{DS},{r}>"	0.0674821921992807
"15"	15	"<{of},{CH},{of},{DS}>"	0.0585956483705689
"16"	16	"<{of},{CH},{on},{DS}>"	0.0569849623016149
"17"	17	"<{of},{DS},{CH}>"	0.0537774753884392
"18"	18	"<{The},{CH},{DS}>"	0.0498896124633777
"19"	19	"<{DS},{cells},{CH}>"	0.0497507602160541
"20"	20	"<{study},{CH},{DS}>"	0.0469042891459198
"21"	21	"<{CH},{apoptosis},{DS}>"	0.0466543551007373
"22"	22	"<{CH},{human},{DS},{cells}>"	0.0465432733028784
"23"	23	"<{CH},{cell},{DS}>"	0.0451686360543745
"24"	24	"<{DS},{of},{CH}>"	0.043002540996126
"25"	25	"<{In},{CH},{DS}>"	0.0423638206584374
"26"	26	"<{of},{CH},{DS},{DS}>"	0.0386148099806995
"27"	27	"<{CH},{DS},{by}>"	0.0384620725086436
"28"	28	"<{CH},{on},{DS},{cells}>"	0.0383509907107847
"29"	29	"<{CH},{DS},{DS},{cells}>"	0.038059400991405
"30"	30	"<{of},{CH},{human},{DS}>"	0.0368097307654924
"31"	31	"<{CH},{of},{of},{DS}>"	0.034838028853497
"32"	32	"<{CH},{n},{DS}>"	0.0345186686846527
"33"	33	"<{of},{CH},{DS},{cell}>"	0.0344631277857232
"34"	34	"<{CH},{growth},{DS}>"	0.0339216040211611
"35"	35	"<{CH},{of},{DS},{DS}>"	0.0335189325039226
